cod_dane_depto;cod_dane_muni;departamento;municipio;a–o;mes;organizaci—n;Tipo de desminado;Nœmero de metros cuadrados de çrea despejada;Nœmero de MAP destruidos;Nœmero de MUSE destruidas;Nœmero de AEI destruidas;Nœmero Total artefactos destruidos;Nœmero de Estudios No TŽcnicos realizados;Nœmero de Estudio TŽcnicos realizados;Nœmero de Operaciones de Despeje realizadas;Nœmero de ‡reas peligrosas;Nœmero de ‡reas peligrosas confirmadas
73;73555;TOLIMA;PLANADAS;2017;May;BRDEH;Comunidades;0;23;5;0;28;3;0;0;0;0
76;76563;VALLE DEL CAUCA;PRADERA;2019;Abr;BRDEH;Comunidades;5472;0;0;0;0;0;1;0;0;0
70;70204;SUCRE;COLOSî;2017;Sep;ARMADA NACIONAL;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05313;ANTIOQUIA;GRANADA;2015;Mar;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
17;17662;CALDAS;SAMANç;2016;Abr;BRDEH;Comunidades;1922;0;1;0;1;5;1;0;0;0
13;13001;BOLIVAR;CARTAGENA DE INDIAS;2004;Sep;BRDEH;Bases Militares;0;0;0;0;0;0;0;0;1;0
86;86320;PUTUMAYO;ORITO;2019;Mar;BRDEH;Comunidades;8057;0;0;0;0;0;1;0;0;0
05;05313;ANTIOQUIA;GRANADA;2017;Jun;BRDEH;Comunidades;7862;1;0;0;1;4;1;1;0;0
41;41020;HUILA;ALGECIRAS;2018;Mar;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;4;0;0;0;0
50;50711;META;VISTAHERMOSA;2017;Oct;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;1;0;0;0;0
18;18860;CAQUETA;VALPARAêSO;2018;Sep;BRDEH;Comunidades;4018;0;0;0;0;0;0;1;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2013;Nov;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
63;63212;QUINDIO;CîRDOBA;2018;Sep;BRDEH;Comunidades;0;0;0;0;0;9;0;0;0;0
05;05313;ANTIOQUIA;GRANADA;2011;Mar;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;1
18;18753;CAQUETA;SAN VICENTE DEL CAGUçN;2018;May;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;0;0;0;0;2
86;86757;PUTUMAYO;SAN MIGUEL;2018;Ago;THE HALO TRUST;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05628;ANTIOQUIA;SABANALARGA;2018;Abr;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
05;05660;ANTIOQUIA;SAN LUIS;2017;Feb;BRDEH;Comunidades;0;0;0;0;0;4;0;0;0;0
52;52356;NARI„O;IPIALES;2018;Jun;THE HALO TRUST;Comunidades;0;0;1;0;1;1;0;0;0;0
52;52683;NARI„O;SANDONç;2019;Jun;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
13;13894;BOLIVAR;ZAMBRANO;2016;Jul;ARMADA NACIONAL;Comunidades;0;1;0;0;1;1;0;0;0;0
05;05107;ANTIOQUIA;BRICE„O;2018;May;BRDEH;Comunidades;1655;1;0;0;1;0;0;1;0;0
13;13894;BOLIVAR;ZAMBRANO;2010;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;3;0
25;25335;CUNDINAMARCA;GUAYABETAL;2018;Abr;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
18;18247;CAQUETA;EL DONCELLO;2019;Mar;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05756;ANTIOQUIA;SONSîN;2016;Ago;THE HALO TRUST;Comunidades;7941;21;0;0;21;0;0;1;0;0
41;41396;HUILA;LA PLATA;2018;Sep;BRDEH;Comunidades;0;0;0;0;0;4;0;0;0;0
63;63302;QUINDIO;GƒNOVA;2018;Ago;BRDEH;Comunidades;0;0;0;0;0;17;0;0;0;0
17;17662;CALDAS;SAMANç;2012;Nov;BRDEH;Comunidades;6622;12;0;0;12;4;2;3;0;0
41;41078;HUILA;BARAYA;2017;Ago;BRDEH;Comunidades;0;0;0;0;0;5;0;0;0;0
05;05206;ANTIOQUIA;CONCEPCIîN;2019;Abr;BRDEH;Comunidades;7770;0;0;0;0;0;1;0;0;0
05;05660;ANTIOQUIA;SAN LUIS;2018;Mar;BRDEH;Comunidades;7177;0;0;4;4;2;1;1;0;0
86;86320;PUTUMAYO;ORITO;2018;May;BRDEH;Comunidades;3380;0;0;0;0;2;1;0;0;0
86;86865;PUTUMAYO;VALLE DEL GUAMUEZ;2019;May;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
50;50711;META;VISTAHERMOSA;2017;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;3
19;19701;CAUCA;SANTA ROSA;2019;Jul;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
41;41020;HUILA;ALGECIRAS;2017;Nov;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;1;0;0;0;0
68;68689;SANTANDER;SAN VICENTE DE CHUCURê;2012;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;3;1
25;25851;CUNDINAMARCA;òTICA;2018;Abr;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
19;19212;CAUCA;CORINTO;2017;Nov;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;0;0;0;0;1
50;50270;META;EL DORADO;2011;Jun;BRDEH;Comunidades;5208;0;0;0;0;1;1;0;0;0
18;18410;CAQUETA;MONTA„ITA;2019;Feb;BRDEH;Comunidades;0;0;0;1;1;1;0;0;0;0
73;73555;TOLIMA;PLANADAS;2018;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;3;0
68;68235;SANTANDER;EL CARMEN;2014;Ago;BRDEH;Comunidades;8844;0;0;0;0;0;2;0;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2014;Feb;BRDEH;Comunidades;0;0;1;0;1;17;0;0;0;0
68;68755;SANTANDER;SOCORRO;2019;Mar;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
05;05197;ANTIOQUIA;COCORNç;2016;Sep;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
86;86001;PUTUMAYO;MOCOA;2018;Abr;BRDEH;Comunidades;0;0;0;0;0;7;0;0;0;0
68;68235;SANTANDER;EL CARMEN;2012;Nov;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05206;ANTIOQUIA;CONCEPCIîN;2017;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
68;68689;SANTANDER;SAN VICENTE DE CHUCURê;2015;Abr;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
18;18592;CAQUETA;PUERTO RICO;2018;Ene;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;2
73;73168;TOLIMA;CHAPARRAL;2018;Mar;THE HALO TRUST;Comunidades;2314;0;0;0;0;6;0;1;0;0
50;50370;META;URIBE;2017;Oct;THE HALO TRUST;Comunidades;0;0;1;3;4;2;0;0;0;0
19;19701;CAUCA;SANTA ROSA;2019;Jun;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
68;68235;SANTANDER;EL CARMEN;2015;Oct;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;3
18;18410;CAQUETA;MONTA„ITA;2018;Feb;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;1
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2013;Feb;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
19;19212;CAUCA;CORINTO;2018;Feb;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;2;0;0;0;0
41;41078;HUILA;BARAYA;2019;Jun;BRDEH;Comunidades;17789;1;1;0;2;1;1;1;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2018;Ago;ARMADA NACIONAL;Comunidades;0;0;0;0;0;0;0;0;0;1
52;52687;NARI„O;SAN LORENZO;2018;Ago;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
68;68655;SANTANDER;SABANA DE TORRES;2016;Jun;BRDEH;Comunidades;0;0;0;0;0;8;0;0;0;0
76;76233;VALLE DEL CAUCA;DAGUA;2008;Nov;BRDEH;Bases Militares;0;0;0;0;0;0;0;4;0;0
19;19075;CAUCA;BALBOA;2019;Abr;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;0;0;0;1;0
41;41020;HUILA;ALGECIRAS;2019;Abr;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;0;0;0;1;3
25;25258;CUNDINAMARCA;EL PE„îN;2018;May;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
13;13894;BOLIVAR;ZAMBRANO;2018;Oct;ARMADA NACIONAL;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05107;ANTIOQUIA;BRICE„O;2017;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
68;68235;SANTANDER;EL CARMEN;2012;May;BRDEH;Comunidades;1238;0;0;0;0;1;2;0;0;0
17;17662;CALDAS;SAMANç;2013;Abr;BRDEH;Comunidades;5833;0;0;0;0;2;2;0;0;0
86;86320;PUTUMAYO;ORITO;2019;Abr;BRDEH;Comunidades;0;0;0;0;0;4;0;0;0;0
05;05660;ANTIOQUIA;SAN LUIS;2016;Jun;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05483;ANTIOQUIA;NARI„O;2016;Jun;THE HALO TRUST;Comunidades;2538;0;0;0;0;7;0;1;0;0
13;13212;BOLIVAR;CîRDOBA;2015;Nov;ARMADA NACIONAL;Comunidades;0;0;0;0;0;20;0;0;0;0
85;85001;CASANARE;YOPAL;2017;Sep;BRDEH;Comunidades;0;0;0;0;0;5;0;0;0;0
50;50577;META;PUERTO LLERAS;2018;Mar;AYUDA POPULAR NORUEGA;Comunidades;0;0;0;0;0;0;0;0;0;1
73;73555;TOLIMA;PLANADAS;2017;Jul;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;3
13;13894;BOLIVAR;ZAMBRANO;2013;Dic;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
18;18094;CAQUETA;BELƒN DE LOS ANDAQUêES;2018;Abr;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
50;50711;META;VISTAHERMOSA;2010;Jun;BRDEH;Comunidades;5717;3;9;0;12;0;0;1;0;0
05;05055;ANTIOQUIA;ARGELIA;2016;Nov;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
15;15759;BOYACA;SOGAMOSO;2019;Mar;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
05;05789;ANTIOQUIA;TçMESIS;2018;Ago;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
68;68235;SANTANDER;EL CARMEN;2015;Nov;BRDEH;Comunidades;19289;4;0;0;4;8;4;1;0;0
50;50400;META;LEJANêAS;2016;Dic;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
50;50711;META;VISTAHERMOSA;2017;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
13;13657;BOLIVAR;SAN JUAN NEPOMUCENO;2018;Oct;ARMADA NACIONAL;Comunidades;0;0;0;0;0;4;0;0;0;0
52;52678;NARI„O;SAMANIEGO;2009;May;BRDEH;Comunidades;805;0;0;0;0;0;0;1;0;0
73;73067;TOLIMA;ATACO;2016;Jun;THE HALO TRUST;Comunidades;0;0;0;0;0;7;0;0;0;0
13;13894;BOLIVAR;ZAMBRANO;2012;Jul;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
85;85010;CASANARE;AGUAZUL;2017;May;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
76;76563;VALLE DEL CAUCA;PRADERA;2018;Nov;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;1;0
15;15507;BOYACA;OTANCHE;2018;Feb;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
05;05002;ANTIOQUIA;ABEJORRAL;2018;Jun;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;2
05;05652;ANTIOQUIA;SAN FRANCISCO;2014;Feb;BRDEH;Comunidades;0;0;0;0;0;7;0;0;0;0
68;68861;SANTANDER;VƒLEZ;2018;Sep;BRDEH;Comunidades;0;0;0;0;0;4;0;0;0;0
73;73168;TOLIMA;CHAPARRAL;2018;Nov;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
73;73555;TOLIMA;PLANADAS;2019;May;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
18;18001;CAQUETA;FLORENCIA;2018;May;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
41;41020;HUILA;ALGECIRAS;2018;May;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;1494;0;0;0;0;3;0;1;0;0
18;18001;CAQUETA;FLORENCIA;2018;Ene;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
73;73168;TOLIMA;CHAPARRAL;2017;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;4;1
17;17662;CALDAS;SAMANç;2015;Feb;BRDEH;Comunidades;0;1;0;0;1;2;0;0;0;0
18;18753;CAQUETA;SAN VICENTE DEL CAGUçN;2018;Mar;BRDEH;Comunidades;7386;0;0;0;0;0;1;0;0;0
86;86885;PUTUMAYO;VILLAGARZîN;2019;Jun;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
68;68689;SANTANDER;SAN VICENTE DE CHUCURê;2013;Oct;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;2
17;17662;CALDAS;SAMANç;2017;Nov;BRDEH;Comunidades;7303;0;0;0;0;0;0;2;0;0
17;17541;CALDAS;PENSILVANIA;2018;Oct;BRDEH;Comunidades;5248;0;0;0;0;2;1;1;0;0
25;25867;CUNDINAMARCA;VIANê;2018;Abr;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
73;73873;TOLIMA;VILLARRICA;2017;Dic;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
41;41020;HUILA;ALGECIRAS;2018;Jul;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;15;0;0;0;0
13;13212;BOLIVAR;CîRDOBA;2016;Sep;ARMADA NACIONAL;Comunidades;0;0;1;0;1;1;0;0;0;0
44;44035;LA GUAJIRA;ALBANIA;2017;Ago;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
73;73555;TOLIMA;PLANADAS;2019;Jun;THE HALO TRUST;Comunidades;4450;2;3;0;5;3;0;1;0;0
19;19212;CAUCA;CORINTO;2017;May;HANDICAP INTERNATIONAL;Comunidades;0;0;0;4;4;2;0;0;0;0
17;17013;CALDAS;AGUADAS;2019;Jun;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2013;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
73;73616;TOLIMA;RIOBLANCO;2017;Mar;BRDEH;Comunidades;0;0;0;0;0;0;0;0;4;0
18;18753;CAQUETA;SAN VICENTE DEL CAGUçN;2018;May;HANDICAP INTERNATIONAL;Comunidades;0;2;0;4;6;3;0;0;0;0
50;50711;META;VISTAHERMOSA;2010;Jul;BRDEH;Comunidades;2099;3;0;0;3;0;2;0;0;0
73;73616;TOLIMA;RIOBLANCO;2017;Ago;BRDEH;Comunidades;0;0;0;0;0;7;0;0;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2006;Feb;BRDEH;Bases Militares;0;0;0;0;0;0;0;0;1;0
68;68235;SANTANDER;EL CARMEN;2015;May;BRDEH;Comunidades;0;0;1;0;1;1;0;0;0;0
86;86885;PUTUMAYO;VILLAGARZîN;2017;Sep;BRDEH;Comunidades;0;0;0;0;0;5;0;0;0;0
05;05206;ANTIOQUIA;CONCEPCIîN;2018;Feb;BRDEH;Comunidades;11312;7;0;0;7;0;1;1;0;0
41;41001;HUILA;NEIVA;2018;May;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
05;05483;ANTIOQUIA;NARI„O;2014;Mar;THE HALO TRUST;Comunidades;2360;8;0;0;8;3;0;1;0;0
73;73555;TOLIMA;PLANADAS;2018;Mar;THE HALO TRUST;Comunidades;0;0;0;0;0;4;0;0;0;0
18;18592;CAQUETA;PUERTO RICO;2018;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
41;41020;HUILA;ALGECIRAS;2017;May;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;1;0;0;0;0
25;25151;CUNDINAMARCA;CçQUEZA;2018;Feb;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05483;ANTIOQUIA;NARI„O;2013;Oct;THE HALO TRUST;Comunidades;0;0;0;0;0;6;0;0;0;0
13;13654;BOLIVAR;SAN JACINTO;2019;Jul;ARMADA NACIONAL;Comunidades;0;0;0;0;0;1;0;0;0;0
86;86320;PUTUMAYO;ORITO;2019;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2019;Mar;ARMADA NACIONAL;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05756;ANTIOQUIA;SONSîN;2015;Sep;THE HALO TRUST;Comunidades;8433;3;0;0;3;4;0;1;0;0
18;18753;CAQUETA;SAN VICENTE DEL CAGUçN;2018;Feb;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
13;13001;BOLIVAR;CARTAGENA DE INDIAS;2005;Dic;BRDEH;Bases Militares;4831;400;0;0;400;0;0;1;0;0
86;86569;PUTUMAYO;PUERTO CAICEDO;2018;Dic;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;1;0;0;0;0
68;68235;SANTANDER;EL CARMEN;2012;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
50;50683;META;SAN JUAN DE ARAMA;2016;Mar;THE HALO TRUST;Comunidades;0;0;0;0;0;7;0;0;0;0
76;76563;VALLE DEL CAUCA;PRADERA;2019;Jul;BRDEH;Comunidades;6251;0;0;0;0;0;0;1;0;0
17;17662;CALDAS;SAMANç;2015;Dic;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
68;68235;SANTANDER;EL CARMEN;2012;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05197;ANTIOQUIA;COCORNç;2014;Dic;BRDEH;Comunidades;9740;4;0;1;5;0;0;2;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2016;Sep;ARMADA NACIONAL;Comunidades;0;0;1;0;1;4;0;0;0;0
68;68235;SANTANDER;EL CARMEN;2016;Dic;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05055;ANTIOQUIA;ARGELIA;2017;Feb;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;2
70;70508;SUCRE;OVEJAS;2018;Sep;ARMADA NACIONAL;Comunidades;0;0;0;0;0;0;0;0;1;0
50;50711;META;VISTAHERMOSA;2017;Dic;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05652;ANTIOQUIA;SAN FRANCISCO;2012;Oct;BRDEH;Comunidades;4573;0;0;0;0;5;1;0;0;0
73;73555;TOLIMA;PLANADAS;2017;Feb;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
15;15507;BOYACA;OTANCHE;2018;Ene;BRDEH;Comunidades;0;0;0;0;0;4;0;0;0;0
86;86569;PUTUMAYO;PUERTO CAICEDO;2019;Jul;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;0;0;0;1;2
25;25168;CUNDINAMARCA;CHAGUANê;2018;Sep;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05483;ANTIOQUIA;NARI„O;2015;Oct;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05197;ANTIOQUIA;COCORNç;2014;Jul;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
18;18592;CAQUETA;PUERTO RICO;2018;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;4;1
52;52678;NARI„O;SAMANIEGO;2009;Jun;BRDEH;Comunidades;1272;0;0;0;0;0;0;1;0;0
17;17662;CALDAS;SAMANç;2010;Oct;BRDEH;Comunidades;1688,5;7;0;0;7;2;1;2;0;0
68;68655;SANTANDER;SABANA DE TORRES;2014;Nov;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;1
19;19455;CAUCA;MIRANDA;2018;Oct;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;1;2
52;52356;NARI„O;IPIALES;2018;Mar;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05197;ANTIOQUIA;COCORNç;2015;Jun;BRDEH;Comunidades;14446;0;0;0;0;0;2;0;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2014;Sep;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05142;ANTIOQUIA;CARACOLê;2018;Sep;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
76;76563;VALLE DEL CAUCA;PRADERA;2018;Mar;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
17;17662;CALDAS;SAMANç;2012;Feb;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
05;05670;ANTIOQUIA;SAN ROQUE;2018;Jun;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
50;50711;META;VISTAHERMOSA;2018;Ene;BRDEH;Comunidades;2073;0;0;0;0;0;0;1;0;0
76;76563;VALLE DEL CAUCA;PRADERA;2018;Oct;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05756;ANTIOQUIA;SONSîN;2016;Oct;THE HALO TRUST;Comunidades;5782;2;0;0;2;0;0;1;0;0
17;17662;CALDAS;SAMANç;2012;May;BRDEH;Comunidades;4669;12;1;0;13;0;1;2;0;0
86;86865;PUTUMAYO;VALLE DEL GUAMUEZ;2018;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
19;19130;CAUCA;CAJIBêO;2017;Sep;HANDICAP INTERNATIONAL;Comunidades;408;0;0;0;0;0;0;1;0;0
70;70508;SUCRE;OVEJAS;2018;Mar;ARMADA NACIONAL;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05652;ANTIOQUIA;SAN FRANCISCO;2014;Jul;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05690;ANTIOQUIA;SANTO DOMINGO;2017;Nov;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
27;27075;CHOCO;BAHêA SOLANO;2009;Jul;BRDEH;Bases Militares;0;0;0;0;0;0;0;0;1;0
05;05313;ANTIOQUIA;GRANADA;2015;Nov;BRDEH;Comunidades;8746;4;0;0;4;2;2;0;0;0
50;50711;META;VISTAHERMOSA;2017;Jun;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;0;0;0;0;3
68;68689;SANTANDER;SAN VICENTE DE CHUCURê;2013;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;1
05;05148;ANTIOQUIA;CARMEN DE VIBORAL;2018;May;THE HALO TRUST;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05148;ANTIOQUIA;CARMEN DE VIBORAL;2018;Jun;THE HALO TRUST;Comunidades;0;0;0;0;0;3;0;0;0;0
19;19212;CAUCA;CORINTO;2019;Jun;HANDICAP INTERNATIONAL;Comunidades;0;0;1;1;2;1;0;0;0;0
05;05667;ANTIOQUIA;SAN RAFAEL;2016;Feb;THE HALO TRUST;Comunidades;0;0;0;0;0;2;0;0;0;0
13;13894;BOLIVAR;ZAMBRANO;2010;Sep;BRDEH;Comunidades;783;0;0;0;0;0;1;0;0;0
68;68689;SANTANDER;SAN VICENTE DE CHUCURê;2013;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;1
73;73168;TOLIMA;CHAPARRAL;2018;Nov;BRDEH;Comunidades;2288;0;0;0;0;0;0;1;0;0
76;76834;VALLE DEL CAUCA;TULUç;2018;May;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
68;68307;SANTANDER;GIRîN;2018;Oct;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
05;05313;ANTIOQUIA;GRANADA;2012;Jul;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;2
73;73616;TOLIMA;RIOBLANCO;2018;Jul;THE HALO TRUST;Comunidades;0;0;0;0;0;9;0;0;0;0
05;05647;ANTIOQUIA;SAN ANDRƒS;2018;Feb;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
18;18610;CAQUETA;SAN JOSƒ DEL FRAGUA;2018;Ago;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
19;19455;CAUCA;MIRANDA;2017;Dic;THE HALO TRUST;Comunidades;0;0;0;14;14;1;0;0;0;0
19;19110;CAUCA;BUENOS AIRES;2019;Jun;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;2;0
86;86568;PUTUMAYO;PUERTO ASêS;2018;Dic;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05628;ANTIOQUIA;SABANALARGA;2017;Ago;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
17;17662;CALDAS;SAMANç;2016;Oct;BRDEH;Comunidades;0;0;0;0;0;4;0;0;0;0
18;18592;CAQUETA;PUERTO RICO;2018;Jul;BRDEH;Comunidades;2624;3;0;0;3;1;0;1;0;0
18;18592;CAQUETA;PUERTO RICO;2019;Ene;BRDEH;Comunidades;0;0;1;0;1;3;0;0;0;0
70;70508;SUCRE;OVEJAS;2018;May;ARMADA NACIONAL;Comunidades;0;0;0;0;0;0;0;0;0;2
73;73168;TOLIMA;CHAPARRAL;2010;Oct;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
13;13894;BOLIVAR;ZAMBRANO;2012;Nov;BRDEH;Comunidades;3342;1;0;0;1;5;1;1;0;0
50;50270;META;EL DORADO;2010;Jul;BRDEH;Comunidades;5065,2;5;0;0;5;2;1;1;0;0
19;19075;CAUCA;BALBOA;2017;Nov;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;1;0;0;0;0
19;19142;CAUCA;CALOTO;2018;Jun;THE HALO TRUST;Comunidades;0;0;0;0;0;2;0;0;0;0
47;47189;MAGDALENA;CIƒNAGA;2018;Jun;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
68;68235;SANTANDER;EL CARMEN;2017;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05055;ANTIOQUIA;ARGELIA;2018;Feb;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
18;18753;CAQUETA;SAN VICENTE DEL CAGUçN;2019;Ene;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;0;0;0;0;5
17;17662;CALDAS;SAMANç;2015;Mar;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;3
13;13654;BOLIVAR;SAN JACINTO;2015;Nov;ARMADA NACIONAL;Comunidades;0;0;0;0;0;1;0;0;0;0
73;73616;TOLIMA;RIOBLANCO;2018;Mar;THE HALO TRUST;Comunidades;0;0;0;0;0;4;0;0;0;0
41;41001;HUILA;NEIVA;2019;Jun;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
68;68235;SANTANDER;EL CARMEN;2013;Nov;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
