cod_dane_depto;cod_dane_muni;departamento;municipio;a–o;mes;organizaci—n;Tipo de desminado;Nœmero de metros cuadrados de çrea despejada;Nœmero de MAP destruidos;Nœmero de MUSE destruidas;Nœmero de AEI destruidas;Nœmero Total artefactos destruidos;Nœmero de Estudios No TŽcnicos realizados;Nœmero de Estudio TŽcnicos realizados;Nœmero de Operaciones de Despeje realizadas;Nœmero de ‡reas peligrosas;Nœmero de ‡reas peligrosas confirmadas
52;52573;NARI„O;PUERRES;2019;Abr;THE HALO TRUST;Comunidades;0;0;0;0;0;10;0;0;0;0
95;95001;GUAVIARE;SAN JOSƒ DEL GUAVIARE;2007;Jun;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
18;18753;CAQUETA;SAN VICENTE DEL CAGUçN;2018;Jun;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;0;0;0;0;1
19;19212;CAUCA;CORINTO;2018;Mar;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05467;ANTIOQUIA;MONTEBELLO;2019;May;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
20;20621;CESAR;LA PAZ;2019;Jun;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2017;Jun;ARMADA NACIONAL;Comunidades;0;0;3;0;3;3;0;0;0;0
18;18460;CAQUETA;MILçN;2019;Feb;AYUDA POPULAR NORUEGA;Comunidades;0;0;0;0;0;1;0;0;0;0
50;50683;META;SAN JUAN DE ARAMA;2018;Dic;AYUDA POPULAR NORUEGA;Comunidades;0;0;0;0;0;0;0;0;0;0
19;19130;CAUCA;CAJIBêO;2018;Sep;HANDICAP INTERNATIONAL;Comunidades;8652;0;0;11;11;0;0;1;0;0
05;05690;ANTIOQUIA;SANTO DOMINGO;2018;Feb;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
18;18753;CAQUETA;SAN VICENTE DEL CAGUçN;2019;Ene;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05667;ANTIOQUIA;SAN RAFAEL;2018;Nov;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;1;2
50;50577;META;PUERTO LLERAS;2019;May;AYUDA POPULAR NORUEGA;Comunidades;0;0;0;0;0;1;0;0;0;0
68;68689;SANTANDER;SAN VICENTE DE CHUCURê;2014;Oct;BRDEH;Comunidades;7082;13;1;0;14;7;1;2;0;0
76;76275;VALLE DEL CAUCA;FLORIDA;2018;Jun;BRDEH;Comunidades;9365;1;0;0;1;0;0;1;0;0
68;68655;SANTANDER;SABANA DE TORRES;2015;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
73;73555;TOLIMA;PLANADAS;2018;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
41;41020;HUILA;ALGECIRAS;2017;May;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;0;0;0;2;3
52;52356;NARI„O;IPIALES;2018;Sep;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05107;ANTIOQUIA;BRICE„O;2015;Nov;BRDEH;Comunidades;14713;32;0;0;32;0;0;4;0;0
05;05690;ANTIOQUIA;SANTO DOMINGO;2017;Dic;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
18;18592;CAQUETA;PUERTO RICO;2018;Mar;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
73;73555;TOLIMA;PLANADAS;2017;Feb;THE HALO TRUST;Comunidades;0;0;0;0;0;1;0;0;0;0
76;76616;VALLE DEL CAUCA;RIOFRêO;2019;Jun;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
68;68255;SANTANDER;EL PLAYîN;2019;Jul;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05649;ANTIOQUIA;SAN CARLOS;2010;Jul;BRDEH;Comunidades;21901;5;0;0;5;0;2;1;0;0
05;05660;ANTIOQUIA;SAN LUIS;2019;Ene;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2011;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;2
05;05197;ANTIOQUIA;COCORNç;2015;Jun;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
41;41396;HUILA;LA PLATA;2019;Feb;BRDEH;Comunidades;0;0;0;0;0;12;0;0;0;0
73;73622;TOLIMA;RONCESVALLES;2017;Oct;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
50;50683;META;SAN JUAN DE ARAMA;2018;Oct;AYUDA POPULAR NORUEGA;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05483;ANTIOQUIA;NARI„O;2015;Ene;THE HALO TRUST;Comunidades;7483;12;0;0;12;0;0;2;0;0
11;11001;BOGOTA DC;Bogot‡ DC;2018;Oct;ATEXX;Comunidades;0;0;0;0;0;3;0;0;0;0
18;18001;CAQUETA;FLORENCIA;2019;May;BRDEH;Comunidades;30790;0;0;0;0;0;1;0;0;0
18;18460;CAQUETA;MILçN;2019;May;AYUDA POPULAR NORUEGA;Comunidades;0;0;0;0;0;0;0;0;1;1
50;50330;META;MESETAS;2018;Feb;THE HALO TRUST;Comunidades;0;0;0;0;0;3;0;0;0;0
20;20238;CESAR;EL COPEY;2018;Ene;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05756;ANTIOQUIA;SONSîN;2016;Ene;THE HALO TRUST;Comunidades;826;0;0;0;0;0;0;2;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2014;May;BRDEH;Comunidades;1500;1;2;0;3;14;0;1;0;0
05;05649;ANTIOQUIA;SAN CARLOS;2015;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
17;17662;CALDAS;SAMANç;2011;Sep;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;4
05;05483;ANTIOQUIA;NARI„O;2014;Sep;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;1;0
76;76275;VALLE DEL CAUCA;FLORIDA;2017;Dic;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
76;76563;VALLE DEL CAUCA;PRADERA;2018;Abr;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;3;0
05;05206;ANTIOQUIA;CONCEPCIîN;2019;Feb;BRDEH;Comunidades;0;0;0;0;0;0;0;0;3;0
25;25871;CUNDINAMARCA;VILLAGîMEZ;2017;Dic;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
76;76563;VALLE DEL CAUCA;PRADERA;2018;Ene;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
41;41020;HUILA;ALGECIRAS;2018;Sep;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;0;0;0;1;0
68;68255;SANTANDER;EL PLAYîN;2019;Jun;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05649;ANTIOQUIA;SAN CARLOS;2009;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
50;50270;META;EL DORADO;2010;Nov;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05660;ANTIOQUIA;SAN LUIS;2017;Jul;BRDEH;Comunidades;10374;0;0;0;0;1;2;0;0;0
76;76275;VALLE DEL CAUCA;FLORIDA;2018;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;1
18;18753;CAQUETA;SAN VICENTE DEL CAGUçN;2017;Feb;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2016;May;ARMADA NACIONAL;Comunidades;0;0;0;0;0;0;0;0;0;3
73;73347;TOLIMA;HERVEO;2018;Mar;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
50;50330;META;MESETAS;2017;Nov;THE HALO TRUST;Comunidades;12299;0;0;0;0;1;0;1;0;0
68;68190;SANTANDER;CIMITARRA;2019;Mar;BRDEH;Comunidades;0;0;0;0;0;5;0;0;0;0
68;68235;SANTANDER;EL CARMEN;2010;Ago;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
73;73555;TOLIMA;PLANADAS;2017;Nov;THE HALO TRUST;Comunidades;5622;0;0;0;0;4;0;2;0;0
05;05649;ANTIOQUIA;SAN CARLOS;2010;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
50;50577;META;PUERTO LLERAS;2018;Sep;AYUDA POPULAR NORUEGA;Comunidades;0;0;1;0;1;5;0;0;0;0
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2016;May;ARMADA NACIONAL;Comunidades;1016;1;0;0;1;3;0;1;0;0
70;70473;SUCRE;MORROA;2016;Ago;ARMADA NACIONAL;Comunidades;0;0;0;0;0;2;0;0;0;0
05;05055;ANTIOQUIA;ARGELIA;2018;Jun;THE HALO TRUST;Comunidades;0;0;0;0;0;2;0;0;0;0
68;68655;SANTANDER;SABANA DE TORRES;2017;Feb;BRDEH;Comunidades;0;0;0;0;0;8;0;0;0;0
19;19142;CAUCA;CALOTO;2018;Jul;HANDICAP INTERNATIONAL;Comunidades;0;0;16;1;17;1;0;0;0;0
05;05148;ANTIOQUIA;CARMEN DE VIBORAL;2015;Feb;THE HALO TRUST;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05667;ANTIOQUIA;SAN RAFAEL;2017;Ago;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;3
05;05055;ANTIOQUIA;ARGELIA;2018;Ene;THE HALO TRUST;Comunidades;0;0;0;0;0;3;0;0;0;0
17;17662;CALDAS;SAMANç;2017;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
18;18753;CAQUETA;SAN VICENTE DEL CAGUçN;2018;Jul;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05313;ANTIOQUIA;GRANADA;2013;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;8;2
05;05649;ANTIOQUIA;SAN CARLOS;2014;Jul;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
05;05660;ANTIOQUIA;SAN LUIS;2018;May;BRDEH;Comunidades;11398;3;0;0;3;2;1;1;0;0
17;17662;CALDAS;SAMANç;2015;Jul;BRDEH;Comunidades;19694;9;0;0;9;5;0;2;0;0
18;18410;CAQUETA;MONTA„ITA;2017;Feb;BRDEH;Comunidades;0;2;0;2;4;4;0;0;0;0
50;50450;META;PUERTO CONCORDIA;2018;Jul;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
52;52215;NARI„O;CaRDOBA;2019;May;THE HALO TRUST;Comunidades;0;0;0;0;0;8;0;0;0;0
18;18753;CAQUETA;SAN VICENTE DEL CAGUçN;2018;Abr;HANDICAP INTERNATIONAL;Comunidades;0;0;0;8;8;1;0;0;0;0
05;05055;ANTIOQUIA;ARGELIA;2018;Jul;THE HALO TRUST;Comunidades;7802;6;1;0;7;3;0;1;0;0
50;50287;META;FUENTE DE ORO;2018;May;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
50;50711;META;VISTAHERMOSA;2018;Jul;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;0;0;0;0;2
18;18592;CAQUETA;PUERTO RICO;2017;Mar;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
73;73067;TOLIMA;ATACO;2016;Feb;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
18;18094;CAQUETA;BELƒN DE LOS ANDAQUêES;2019;Mar;BRDEH;Comunidades;695;0;0;0;0;0;1;0;0;0
05;05313;ANTIOQUIA;GRANADA;2017;Mar;BRDEH;Comunidades;1672;0;0;0;0;1;1;0;0;0
19;19001;CAUCA;POPAYçN;2018;May;BRDEH;Comunidades;0;0;0;0;0;4;0;0;0;0
17;17662;CALDAS;SAMANç;2017;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
13;13894;BOLIVAR;ZAMBRANO;2012;Abr;BRDEH;Comunidades;5331;0;0;0;0;1;2;0;0;0
18;18410;CAQUETA;MONTA„ITA;2019;Abr;BRDEH;Comunidades;12344;1;0;0;1;0;0;1;0;0
68;68444;SANTANDER;MATANZA;2018;Ene;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
05;05055;ANTIOQUIA;ARGELIA;2019;Jul;THE HALO TRUST;Comunidades;0;0;2;0;2;1;0;0;0;0
27;27001;CHOCO;QUIBDî;2018;Jul;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05313;ANTIOQUIA;GRANADA;2010;Oct;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
73;73675;TOLIMA;SAN ANTONIO;2018;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
68;68689;SANTANDER;SAN VICENTE DE CHUCURê;2012;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
05;05652;ANTIOQUIA;SAN FRANCISCO;2013;Dic;BRDEH;Comunidades;35055;3;2;0;5;2;4;2;0;0
50;50711;META;VISTAHERMOSA;2017;Nov;AYUDA POPULAR NORUEGA;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05649;ANTIOQUIA;SAN CARLOS;2010;Ago;BRDEH;Comunidades;4800;0;1;0;1;0;1;0;0;0
17;17433;CALDAS;MANZANARES;2019;Jun;BRDEH;Comunidades;0;0;0;0;0;6;0;0;0;0
73;73168;TOLIMA;CHAPARRAL;2017;Jul;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05313;ANTIOQUIA;GRANADA;2011;Jun;BRDEH;Comunidades;5796;3;0;0;3;4;8;2;0;0
50;50001;META;VILLAVICENCIO;2018;May;BRDEH;Comunidades;0;0;0;0;0;5;0;0;0;0
05;05652;ANTIOQUIA;SAN FRANCISCO;2010;Dic;BRDEH;Comunidades;6422;5;0;0;5;2;0;3;0;0
76;76275;VALLE DEL CAUCA;FLORIDA;2018;Sep;BRDEH;Comunidades;824;0;0;0;0;0;1;0;0;0
19;19110;CAUCA;BUENOS AIRES;2019;Mar;THE HALO TRUST;Comunidades;0;0;0;0;0;1;0;0;0;0
52;52405;NARI„O;LEIVA;2018;Jun;PERIGEO;Comunidades;0;0;0;0;0;3;0;0;0;0
13;13894;BOLIVAR;ZAMBRANO;2016;Oct;ARMADA NACIONAL;Comunidades;0;0;0;0;0;0;0;0;0;1
86;86885;PUTUMAYO;VILLAGARZîN;2017;Nov;BRDEH;Comunidades;0;0;0;0;0;4;0;0;0;0
05;05483;ANTIOQUIA;NARI„O;2014;Oct;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;3
05;05667;ANTIOQUIA;SAN RAFAEL;2017;Oct;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;1;7
76;76563;VALLE DEL CAUCA;PRADERA;2018;Jul;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;1
05;05148;ANTIOQUIA;CARMEN DE VIBORAL;2015;Oct;THE HALO TRUST;Comunidades;1696;2;0;0;2;1;0;1;0;0
50;50450;META;PUERTO CONCORDIA;2019;May;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
73;73616;TOLIMA;RIOBLANCO;2018;Dic;THE HALO TRUST;Comunidades;0;0;0;0;0;1;0;0;0;0
13;13894;BOLIVAR;ZAMBRANO;2018;Jun;ARMADA NACIONAL;Comunidades;0;1;0;0;1;1;0;0;0;0
05;05313;ANTIOQUIA;GRANADA;2016;Sep;BRDEH;Comunidades;12123;11;0;0;11;0;0;1;0;0
17;17662;CALDAS;SAMANç;2011;Oct;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;1
13;13244;BOLIVAR;EL CARMEN DE BOLêVAR;2016;Ago;ARMADA NACIONAL;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05652;ANTIOQUIA;SAN FRANCISCO;2012;Dic;BRDEH;Comunidades;1638;14;5;0;19;0;0;4;0;0
05;05667;ANTIOQUIA;SAN RAFAEL;2019;Jun;THE HALO TRUST;Comunidades;476;0;0;0;0;0;0;1;0;0
17;17662;CALDAS;SAMANç;2014;Jun;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
86;86757;PUTUMAYO;SAN MIGUEL;2018;Sep;THE HALO TRUST;Comunidades;0;3;1;0;4;5;0;0;0;0
50;50711;META;VISTAHERMOSA;2017;Dic;THE HALO TRUST;Comunidades;22406;0;0;0;0;0;0;2;0;0
76;76563;VALLE DEL CAUCA;PRADERA;2019;Mar;BRDEH;Comunidades;25269;4;0;0;4;0;0;3;0;0
19;19075;CAUCA;BALBOA;2019;Jul;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;3;0;0;0;0
68;68235;SANTANDER;EL CARMEN;2012;Jun;BRDEH;Comunidades;1390;1;1;0;2;0;2;1;0;0
05;05021;ANTIOQUIA;ALEJANDRêA;2019;Abr;BRDEH;Comunidades;4212;0;0;0;0;1;0;1;0;0
50;50711;META;VISTAHERMOSA;2018;Abr;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05313;ANTIOQUIA;GRANADA;2014;Ago;BRDEH;Comunidades;7651;5;0;0;5;4;2;2;0;0
73;73067;TOLIMA;ATACO;2016;Mar;THE HALO TRUST;Comunidades;0;0;0;0;0;3;0;0;0;0
18;18001;CAQUETA;FLORENCIA;2017;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;2
41;41799;HUILA;TELLO;2018;Abr;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
17;17777;CALDAS;SUPêA;2019;Feb;BRDEH;Comunidades;0;0;0;0;0;4;0;0;0;0
76;76670;VALLE DEL CAUCA;SAN PEDRO;2018;Mar;BRDEH;Comunidades;0;0;0;3;3;5;0;0;0;0
19;19824;CAUCA;TOTORî;2019;Jun;BRDEH;Comunidades;0;0;0;0;0;5;0;0;0;0
86;86757;PUTUMAYO;SAN MIGUEL;2018;Abr;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;3;1;4;1;0;0;0;0
50;50270;META;EL DORADO;2011;Feb;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
50;50683;META;SAN JUAN DE ARAMA;2019;Feb;THE HALO TRUST;Comunidades;0;0;0;0;0;3;0;0;0;0
05;05148;ANTIOQUIA;CARMEN DE VIBORAL;2019;Jun;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05667;ANTIOQUIA;SAN RAFAEL;2019;Jul;THE HALO TRUST;Comunidades;0;1;0;0;1;5;0;0;0;0
50;50450;META;PUERTO CONCORDIA;2017;Dic;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05649;ANTIOQUIA;SAN CARLOS;2011;Jul;BRDEH;Comunidades;2502;0;0;0;0;37;1;0;0;0
50;50270;META;EL DORADO;2011;Nov;BRDEH;Comunidades;0;0;0;0;0;0;0;0;0;1
50;50711;META;VISTAHERMOSA;2017;Abr;BRDEH;Comunidades;0;4;2;0;6;2;0;0;0;0
13;13688;BOLIVAR;SANTA ROSA DEL SUR;2009;Ago;BRDEH;Bases Militares;6484,9;86;0;0;86;0;0;1;0;0
05;05313;ANTIOQUIA;GRANADA;2017;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;1
05;05197;ANTIOQUIA;COCORNç;2016;Nov;BRDEH;Comunidades;8873;4;2;0;6;3;1;2;0;0
05;05313;ANTIOQUIA;GRANADA;2012;Mar;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
66;66572;RISARALDA;PUEBLO RICO;2009;Jul;BRDEH;Bases Militares;2356,5;0;6;0;6;0;0;1;0;0
70;70508;SUCRE;OVEJAS;2019;Jul;ARMADA NACIONAL;Comunidades;4608;0;0;0;0;3;0;1;0;0
50;50711;META;VISTAHERMOSA;2017;Mar;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
05;05660;ANTIOQUIA;SAN LUIS;2017;Abr;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
19;19075;CAUCA;BALBOA;2019;May;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;1;0;0;0;0
68;68655;SANTANDER;SABANA DE TORRES;2016;Ago;BRDEH;Comunidades;8053;0;0;0;0;8;2;0;0;0
05;05107;ANTIOQUIA;BRICE„O;2017;Abr;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
19;19075;CAUCA;BALBOA;2019;Ene;CAMPA–A COLOMBIANA CONTRA MINAS;Comunidades;0;0;0;0;0;2;0;0;0;0
17;17777;CALDAS;SUPêA;2018;Feb;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
76;76823;VALLE DEL CAUCA;TORO;2008;Jun;BRDEH;Bases Militares;1557,65;0;0;0;0;0;0;1;0;0
50;50711;META;VISTAHERMOSA;2018;Oct;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;0;0;0;1;2
73;73622;TOLIMA;RONCESVALLES;2018;Mar;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;1
05;05660;ANTIOQUIA;SAN LUIS;2019;Jun;BRDEH;Comunidades;6865;0;0;0;0;0;1;0;0;0
73;73168;TOLIMA;CHAPARRAL;2017;Dic;THE HALO TRUST;Comunidades;0;0;0;0;0;9;0;0;0;0
50;50711;META;VISTAHERMOSA;2017;Feb;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05649;ANTIOQUIA;SAN CARLOS;2016;Ago;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
86;86865;PUTUMAYO;VALLE DEL GUAMUEZ;2018;Mar;BRDEH;Comunidades;0;1;0;0;1;5;0;0;0;0
25;25183;CUNDINAMARCA;CHOCONTç;2018;Ene;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
86;86865;PUTUMAYO;VALLE DEL GUAMUEZ;2018;Oct;BRDEH;Comunidades;0;0;0;0;0;5;0;0;0;0
05;05652;ANTIOQUIA;SAN FRANCISCO;2008;Ene;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
68;68689;SANTANDER;SAN VICENTE DE CHUCURê;2014;Jun;BRDEH;Comunidades;360;0;0;0;0;3;1;0;0;0
05;05148;ANTIOQUIA;CARMEN DE VIBORAL;2019;Jul;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
73;73616;TOLIMA;RIOBLANCO;2019;Ene;THE HALO TRUST;Comunidades;0;0;0;0;0;2;0;0;0;0
50;50400;META;LEJANêAS;2019;Ago;THE HALO TRUST;Comunidades;4840;4;0;0;4;1;0;1;0;0
73;73347;TOLIMA;HERVEO;2018;Feb;BRDEH;Comunidades;0;0;0;0;0;8;0;0;0;0
05;05055;ANTIOQUIA;ARGELIA;2017;Oct;THE HALO TRUST;Comunidades;8608;0;0;0;0;15;0;1;0;0
86;86001;PUTUMAYO;MOCOA;2018;Sep;BRDEH;Comunidades;0;0;0;0;0;9;0;0;0;0
05;05647;ANTIOQUIA;SAN ANDRƒS;2019;Abr;BRDEH;Comunidades;12346;0;0;0;0;5;1;0;0;0
18;18610;CAQUETA;SAN JOSƒ DEL FRAGUA;2018;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05647;ANTIOQUIA;SAN ANDRƒS;2017;Nov;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
50;50400;META;LEJANêAS;2018;May;THE HALO TRUST;Comunidades;0;0;2;0;2;3;0;0;0;0
68;68655;SANTANDER;SABANA DE TORRES;2016;Mar;BRDEH;Comunidades;0;0;0;0;0;3;0;0;0;0
50;50270;META;EL DORADO;2010;Ago;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;3
50;50400;META;LEJANêAS;2019;Jun;THE HALO TRUST;Comunidades;4655;4;0;0;4;0;0;2;0;0
73;73168;TOLIMA;CHAPARRAL;2018;Feb;THE HALO TRUST;Comunidades;6955;0;0;0;0;2;0;1;0;0
17;17662;CALDAS;SAMANç;2012;Nov;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;1
05;05652;ANTIOQUIA;SAN FRANCISCO;2011;Mar;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
73;73168;TOLIMA;CHAPARRAL;2017;Jun;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
13;13894;BOLIVAR;ZAMBRANO;2013;Jun;BRDEH;Comunidades;0;0;0;0;0;4;0;0;0;0
50;50711;META;VISTAHERMOSA;2018;Jul;HANDICAP INTERNATIONAL;Comunidades;4207;2;0;0;2;0;0;1;0;0
68;68235;SANTANDER;EL CARMEN;2016;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;2
17;17662;CALDAS;SAMANç;2016;Ago;BRDEH;Comunidades;5094;4;0;0;4;3;1;2;0;0
85;85001;CASANARE;YOPAL;2018;Feb;BRDEH;Comunidades;0;0;0;0;0;2;0;0;0;0
18;18094;CAQUETA;BELƒN DE LOS ANDAQUêES;2019;Feb;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05197;ANTIOQUIA;COCORNç;2017;Mar;BRDEH;Comunidades;8664;0;0;0;0;2;0;2;0;0
50;50330;META;MESETAS;2015;Dic;AYUDA POPULAR NORUEGA;Comunidades;0;0;0;0;0;0;0;0;0;6
05;05660;ANTIOQUIA;SAN LUIS;2019;Abr;BRDEH;Comunidades;6356;0;0;0;0;0;1;0;0;0
25;25662;CUNDINAMARCA;SAN JUAN DE RIOSECO;2018;Ago;BRDEH;Comunidades;0;0;0;0;0;1;0;0;0;0
73;73067;TOLIMA;ATACO;2016;Abr;THE HALO TRUST;Comunidades;0;0;0;0;0;10;0;0;0;0
50;50711;META;VISTAHERMOSA;2018;Mar;BRDEH;Comunidades;9363;0;0;0;0;0;1;0;0;0
68;68235;SANTANDER;EL CARMEN;2012;Abr;BRDEH;Comunidades;2220;0;0;0;0;1;2;0;0;0
68;68235;SANTANDER;EL CARMEN;2014;Sep;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;1
05;05649;ANTIOQUIA;SAN CARLOS;2010;Oct;BRDEH;Comunidades;0;0;0;0;0;0;0;0;2;0
05;05055;ANTIOQUIA;ARGELIA;2017;Nov;THE HALO TRUST;Comunidades;10516;5;0;0;5;6;0;3;0;0
05;05756;ANTIOQUIA;SONSîN;2018;Oct;THE HALO TRUST;Comunidades;0;0;0;0;0;1;0;0;0;0
05;05652;ANTIOQUIA;SAN FRANCISCO;2010;May;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
73;73616;TOLIMA;RIOBLANCO;2018;Oct;THE HALO TRUST;Comunidades;0;0;0;0;0;3;0;0;0;0
05;05483;ANTIOQUIA;NARI„O;2014;Ago;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
76;76248;VALLE DEL CAUCA;EL CERRITO;2010;Jun;BRDEH;Bases Militares;7483,01;137;8;0;145;0;0;1;0;0
73;73873;TOLIMA;VILLARRICA;2017;Oct;BRDEH;Comunidades;0;0;0;0;0;9;0;0;0;0
05;05670;ANTIOQUIA;SAN ROQUE;2019;Feb;BRDEH;Comunidades;0;0;0;0;0;0;0;0;1;0
05;05055;ANTIOQUIA;ARGELIA;2017;Abr;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;0;1
19;19142;CAUCA;CALOTO;2018;May;HANDICAP INTERNATIONAL;Comunidades;0;0;0;0;0;0;0;0;0;2
50;50683;META;SAN JUAN DE ARAMA;2019;Ago;THE HALO TRUST;Comunidades;0;0;0;0;0;1;0;0;0;0
73;73555;TOLIMA;PLANADAS;2019;Mar;THE HALO TRUST;Comunidades;0;0;0;0;0;0;0;0;1;0
